"org_cd","ccg","no_referred_2122","avg_wait_days_2122","wait_0to4_weeks_2122","wait_0to4_weeks_perc_2122","wait_4to6_weeks_2122","wait_4to6_weeks_perc_2122","wait_6to8_weeks_2122","wait_6to8_weeks_perc_2122","wait_8to10_weeks_2122","wait_8to10_weeks_perc_2122","wait_10to12_weeks_2122","wait_10to12_weeks_perc_2122","wait_over12_weeks_2122","wait_over12_weeks_perc_2122","referrals_closed_number_2122","referrals_closed_2122","stillwaiting_nocontact_2122","stillwaiting_nocontact_perc_2122","stillwaiting_onecontact_2122","stillwaiting_onecontact_perc_2122","contacts_before_referral_2122","no_referred_2021","avg_wait_days_2021","wait_0to4_weeks_2021","wait_0to4_weeks_perc_2021","wait_4to6_weeks_2021","wait_4to6_weeks_perc_2021","wait_6to8_weeks_2021","wait_6to8_weeks_perc_2021","wait_8to10_weeks_2021","wait_8to10_weeks_perc_2021","wait_10to12_weeks_2021","wait_10to12_weeks_perc_2021","wait_over12_weeks_2021","wait_over12_weeks_perc_2021","referrals_closed_number_2021","referrals_closed_2021","stillwaiting_nocontact_2021","stillwaiting_nocontact_perc_2021","stillwaiting_onecontact_2021","stillwaiting_onecontact_perc_2021","contacts_before_referral_2021","no_referred_1920","avg_wait_days_1920","wait_0to4_weeks_1920","wait_0to4_weeks_perc_1920","wait_4to6_weeks_1920","wait_4to6_weeks_perc_1920","wait_6to8_weeks_1920","wait_6to8_weeks_perc_1920","wait_8to10_weeks_1920","wait_8to10_weeks_perc_1920","wait_10to12_weeks_1920","wait_10to12_weeks_perc_1920","wait_over12_weeks_1920","wait_over12_weeks_perc_1920","referrals_closed_number_1920","referrals_closed_1920","stillwaiting_nocontact_1920","stillwaiting_nocontact_perc_1920","stillwaiting_onecontact_1920","stillwaiting_onecontact_perc_1920","contacts_before_referral_1920"
"England","ENGLAND",733756,40,137943,18,23483,3,16892,2,12310,1,9352,1,38855,5,238180,32,178562,24,77284,10,895,497502,32,127636,26,18730,4,12465,3,8941,2,6699,1,22704,5,117037,24,108602,22,74164,15,524,538564,42.6506801017853,108879,20.2165387957605,17999,3.34203548696162,14181,2.63311324188025,11227,2.08461761276282,8499,1.578085427173,34550,6.41520784902072,144181,26.7713772179351,120774,22.4251899495695,77903,14.4649475271276,371
